matchid,date,venue,innings,over,delivery,battingteam,bowlingteam,Column2,res,impbat,batters,bowlers,impbowl,wide,extras,noball,legbye,bye,batterrun,wicket,batterdismissed,dismissaltype,total,score,wicketfell,strategictimeout,battingposition,bowlerwicket,powerplay
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,3,2.5,MI,RCB,4,4,0,Hayley Matthews,Sophie Devine,0,0,0,0,0,0,4,0,,,4,22,0,0.0,2.0,,1
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,3,2.6,MI,RCB,0,0,0,Hayley Matthews,Sophie Devine,0,0,0,0,0,0,0,0,,,0,22,0,0.0,2.0,,1
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,4,3.1,MI,RCB,0,0,0,Yastika Bhatia,Shreyanka Patil,0,0,0,0,0,0,0,0,,,0,22,0,0.0,1.0,,1
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,4,3.2,MI,RCB,1,1,0,Yastika Bhatia,Shreyanka Patil,0,0,0,0,0,0,1,0,,,1,23,0,0.0,1.0,,1
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,4,3.3,MI,RCB,4,4,0,Hayley Matthews,Shreyanka Patil,0,0,0,0,0,0,4,0,,,4,27,0,0.0,2.0,,1
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,4,3.4,MI,RCB,0,0,0,Hayley Matthews,Shreyanka Patil,0,0,0,0,0,0,0,0,,,0,27,0,0.0,2.0,,1
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,4,3.5,MI,RCB,W,W,0,Hayley Matthews,Shreyanka Patil,0,0,0,0,0,0,0,1,Hayley Matthews,Caught Out,0,27,1,0.0,2.0,1.0,1
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,4,3.6,MI,RCB,0,0,0,Natalie Sciver-Brunt,Shreyanka Patil,0,0,0,0,0,0,0,0,,,0,27,1,0.0,,,1
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,5,4.1,MI,RCB,0,0,0,Yastika Bhatia,Ellyse Perry,0,0,0,0,0,0,0,0,,,0,27,1,0.0,1.0,,1
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,5,4.2,MI,RCB,0,0,0,Yastika Bhatia,Ellyse Perry,0,0,0,0,0,0,0,0,,,0,27,1,0.0,1.0,,1
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,5,4.3,MI,RCB,0,0,0,Yastika Bhatia,Ellyse Perry,0,0,0,0,0,0,0,0,,,0,27,1,0.0,1.0,,1
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,5,4.4,MI,RCB,0,0,0,Yastika Bhatia,Ellyse Perry,0,0,0,0,0,0,0,0,,,0,27,1,0.0,1.0,,1
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,5,4.5,MI,RCB,0,0,0,Yastika Bhatia,Ellyse Perry,0,0,0,0,0,0,0,0,,,0,27,1,0.0,1.0,,1
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,5,4.6,MI,RCB,4,4,0,Yastika Bhatia,Ellyse Perry,0,0,0,0,0,0,4,0,,,4,31,1,0.0,1.0,,1
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,6,5.1,MI,RCB,1,1,0,Natalie Sciver-Brunt,Sophie Molineux,0,0,0,0,0,0,1,0,,,1,32,1,0.0,,,1
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,6,5.2,MI,RCB,0,0,0,Yastika Bhatia,Sophie Molineux,0,0,0,0,0,0,0,0,,,0,32,1,0.0,1.0,,1
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,6,5.3,MI,RCB,4,4,0,Yastika Bhatia,Sophie Molineux,0,0,0,0,0,0,4,0,,,4,36,1,0.0,1.0,,1
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,6,5.4,MI,RCB,0,0,0,Yastika Bhatia,Sophie Molineux,0,0,0,0,0,0,0,0,,,0,36,1,0.0,1.0,,1
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,6,5.5,MI,RCB,0,0,0,Yastika Bhatia,Sophie Molineux,0,0,0,0,0,0,0,0,,,0,36,1,0.0,1.0,,1
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,6,5.6,MI,RCB,1,1,0,Yastika Bhatia,Sophie Molineux,0,0,0,0,0,0,1,0,,,1,37,1,0.0,1.0,,1
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,7,6.1,MI,RCB,0,0,0,Yastika Bhatia,Georgia Wareham,0,0,0,0,0,0,0,0,,,0,37,1,0.0,1.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,7,6.2,MI,RCB,1,1,0,Yastika Bhatia,Georgia Wareham,0,0,0,0,0,0,1,0,,,1,38,1,0.0,1.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,7,6.3,MI,RCB,4,4,0,Natalie Sciver-Brunt,Georgia Wareham,0,0,0,0,0,0,4,0,,,4,42,1,0.0,,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,7,6.4,MI,RCB,1,1,0,Natalie Sciver-Brunt,Georgia Wareham,0,0,0,0,0,0,1,0,,,1,43,1,0.0,,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,7,6.5,MI,RCB,1,1,0,Yastika Bhatia,Georgia Wareham,0,0,0,0,0,0,1,0,,,1,44,1,0.0,1.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,7,6.6,MI,RCB,0,0,0,Natalie Sciver-Brunt,Georgia Wareham,0,0,0,0,0,0,0,0,,,0,44,1,0.0,,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,8,7.1,MI,RCB,0,0,0,Yastika Bhatia,Ellyse Perry,0,0,0,0,0,0,0,0,,,0,44,1,0.0,1.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,8,7.2,MI,RCB,0,0,0,Yastika Bhatia,Ellyse Perry,0,0,0,0,0,0,0,0,,,0,44,1,0.0,1.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,8,7.3,MI,RCB,1,1,0,Yastika Bhatia,Ellyse Perry,0,0,0,0,0,0,1,0,,,1,45,1,0.0,1.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,8,7.4,MI,RCB,4,4,0,Natalie Sciver-Brunt,Ellyse Perry,0,0,0,0,0,0,4,0,,,4,49,1,0.0,,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,8,7.5,MI,RCB,1,1,0,Natalie Sciver-Brunt,Ellyse Perry,0,0,0,0,0,0,1,0,,,1,50,1,0.0,,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,8,7.6,MI,RCB,W,W,0,Yastika Bhatia,Ellyse Perry,0,0,0,0,0,0,0,1,Yastika Bhatia,Bowled,0,50,2,0.0,1.0,1.0,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,9,8.1,MI,RCB,0,0,0,Natalie Sciver-Brunt,Sophie Molineux,0,0,0,0,0,0,0,0,,,0,50,2,0.0,,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,9,8.2,MI,RCB,0,0,0,Natalie Sciver-Brunt,Sophie Molineux,0,0,0,0,0,0,0,0,,,0,50,2,0.0,,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,9,8.3,MI,RCB,1,1,0,Natalie Sciver-Brunt,Sophie Molineux,0,0,0,0,0,0,1,0,,,1,51,2,0.0,,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,9,8.4,MI,RCB,0,0,0,Harmanpreet Kaur,Sophie Molineux,0,0,0,0,0,0,0,0,,,0,51,2,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,9,8.5,MI,RCB,0,0,0,Harmanpreet Kaur,Sophie Molineux,0,0,0,0,0,0,0,0,,,0,51,2,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,9,8.6,MI,RCB,1,1,0,Harmanpreet Kaur,Sophie Molineux,0,0,0,0,0,0,1,0,,,1,52,2,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,10,9.1,MI,RCB,1,1,0,Harmanpreet Kaur,Ellyse Perry,0,0,0,0,0,0,1,0,,,1,53,2,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,10,9.2,MI,RCB,1,1,0,Natalie Sciver-Brunt,Ellyse Perry,0,0,0,0,0,0,1,0,,,1,54,2,0.0,,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,10,9.3*,MI,RCB,nb,nb,0,Harmanpreet Kaur,Ellyse Perry,0,0,0,1,0,1,1,0,,,1,55,2,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,10,9.3,MI,RCB,1,1,0,Harmanpreet Kaur,Ellyse Perry,0,1,1,0,0,0,1,0,,,2,57,2,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,10,9.4,MI,RCB,1,1,0,Natalie Sciver-Brunt,Ellyse Perry,0,0,0,0,0,0,1,0,,,1,58,2,0.0,,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,10,9.5,MI,RCB,1,1,0,Harmanpreet Kaur,Ellyse Perry,0,0,0,0,0,0,1,0,,,1,59,2,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,10,9.6,MI,RCB,1,1,0,Natalie Sciver-Brunt,Ellyse Perry,0,0,0,0,0,0,1,0,,,1,60,2,0.0,,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,11,10.1,MI,RCB,4,4,0,Natalie Sciver-Brunt,Georgia Wareham,0,0,0,0,0,0,4,0,,,4,64,2,0.0,,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,11,10.2,MI,RCB,0,0,0,Natalie Sciver-Brunt,Georgia Wareham,0,0,0,0,0,0,0,0,,,0,64,2,0.0,,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,11,10.3,MI,RCB,4,4,0,Natalie Sciver-Brunt,Georgia Wareham,0,0,0,0,0,0,4,0,,,4,68,2,0.0,,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,11,10.4,MI,RCB,W,W,0,Natalie Sciver-Brunt,Georgia Wareham,0,0,0,0,0,0,0,1,Nat Sciver-Brunt,Bowled,0,68,3,0.0,,1.0,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,11,10.5,MI,RCB,1,1,0,Amelia Kerr,Georgia Wareham,0,0,0,0,0,0,1,0,,,1,69,3,0.0,5.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,11,10.6,MI,RCB,0,0,0,Harmanpreet Kaur,Georgia Wareham,0,0,0,0,0,0,0,0,,,0,69,3,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,12,11.1,MI,RCB,0,0,0,Amelia Kerr,Shreyanka Patil,0,0,0,0,0,0,0,0,,,0,69,3,0.0,5.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,12,11.2,MI,RCB,0,0,0,Amelia Kerr,Shreyanka Patil,0,0,0,0,0,0,0,0,,,0,69,3,0.0,5.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,12,11.3,MI,RCB,1,1,0,Amelia Kerr,Shreyanka Patil,0,0,0,0,0,0,1,0,,,1,70,3,0.0,5.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,12,11.4,MI,RCB,1,1,0,Harmanpreet Kaur,Shreyanka Patil,0,0,0,0,0,0,1,0,,,1,71,3,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,12,11.5,MI,RCB,1,1,0,Amelia Kerr,Shreyanka Patil,0,0,0,0,0,0,1,0,,,1,72,3,0.0,5.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,12,11.6,MI,RCB,1,1,0,Harmanpreet Kaur,Shreyanka Patil,0,0,0,0,0,0,1,0,,,1,73,3,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,13,12.1,MI,RCB,4,4,0,Harmanpreet Kaur,Asha Shobana,0,0,0,0,0,0,4,0,,,4,77,3,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,13,12.2,MI,RCB,1,1,0,Harmanpreet Kaur,Asha Shobana,0,0,0,0,0,0,1,0,,,1,78,3,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,13,12.3,MI,RCB,1,1,0,Amelia Kerr,Asha Shobana,0,0,0,0,0,0,1,0,,,1,79,3,0.0,5.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,13,12.4,MI,RCB,0,0,0,Harmanpreet Kaur,Asha Shobana,0,0,0,0,0,0,0,0,,,0,79,3,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,13,12.5,MI,RCB,1,1,0,Harmanpreet Kaur,Asha Shobana,0,0,0,0,0,0,1,0,,,1,80,3,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,13,12.6,MI,RCB,0,0,0,Amelia Kerr,Asha Shobana,0,0,0,0,0,0,0,0,,,0,80,3,0.0,5.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,14,13.1,MI,RCB,1,1,0,Harmanpreet Kaur,Georgia Wareham,0,0,0,0,0,0,1,0,,,1,81,3,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,14,13.2,MI,RCB,1,1,0,Amelia Kerr,Georgia Wareham,0,0,0,0,0,0,1,0,,,1,82,3,0.0,5.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,14,13.3,MI,RCB,1,1,0,Harmanpreet Kaur,Georgia Wareham,0,0,0,0,0,0,1,0,,,1,83,3,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,14,13.4,MI,RCB,1,1,0,Amelia Kerr,Georgia Wareham,0,0,0,0,0,0,1,0,,,1,84,3,0.0,5.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,14,13.5,MI,RCB,4,4,0,Harmanpreet Kaur,Georgia Wareham,0,0,0,0,0,0,4,0,,,4,88,3,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,14,13.6,MI,RCB,1,1,0,Harmanpreet Kaur,Georgia Wareham,0,0,0,0,0,0,1,0,,,1,89,3,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,15,14.1,MI,RCB,1,1,0,Harmanpreet Kaur,Sophie Molineux,0,0,0,0,0,0,1,0,,,1,90,3,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,15,14.2,MI,RCB,1,1,0,Amelia Kerr,Sophie Molineux,0,0,0,0,0,0,1,0,,,1,91,3,0.0,5.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,15,14.3,MI,RCB,0,0,0,Harmanpreet Kaur,Sophie Molineux,0,0,0,0,0,0,0,0,,,0,91,3,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,15,14.4,MI,RCB,0,0,0,Harmanpreet Kaur,Sophie Molineux,0,0,0,0,0,0,0,0,,,0,91,3,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,15,14.5,MI,RCB,1,1,0,Harmanpreet Kaur,Sophie Molineux,0,0,0,0,0,0,1,0,,,1,92,3,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,15,14.6,MI,RCB,1,1,0,Amelia Kerr,Sophie Molineux,0,0,0,0,0,0,1,0,,,1,93,3,1.0,5.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,16,15.1,MI,RCB,1,1,0,Amelia Kerr,Ellyse Perry,0,0,0,0,0,0,1,0,,,1,94,3,0.0,5.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,16,15.2,MI,RCB,4,4,0,Harmanpreet Kaur,Ellyse Perry,0,0,0,0,0,0,4,0,,,4,98,3,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,16,15.3,MI,RCB,1,1,0,Harmanpreet Kaur,Ellyse Perry,0,0,0,0,0,0,1,0,,,1,99,3,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,16,15.4,MI,RCB,0,0,0,Amelia Kerr,Ellyse Perry,0,0,0,0,0,0,0,0,,,0,99,3,0.0,5.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,16,15.5,MI,RCB,1,1,0,Amelia Kerr,Ellyse Perry,0,0,0,0,0,0,1,0,,,1,100,3,0.0,5.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,16,15.6,MI,RCB,4,4,0,Harmanpreet Kaur,Ellyse Perry,0,0,0,0,0,0,4,0,,,4,104,3,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,17,16.1,MI,RCB,4,4,0,Amelia Kerr,Georgia Wareham,0,0,0,0,0,0,4,0,,,4,108,3,0.0,5.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,17,16.2,MI,RCB,2,2,0,Amelia Kerr,Georgia Wareham,0,0,0,0,0,0,2,0,,,2,110,3,0.0,5.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,17,16.3,MI,RCB,0,0,0,Amelia Kerr,Georgia Wareham,0,0,0,0,0,0,0,0,,,0,110,3,0.0,5.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,17,16.4,MI,RCB,1,1,0,Amelia Kerr,Georgia Wareham,0,0,0,0,0,0,1,0,,,1,111,3,0.0,5.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,17,16.5,MI,RCB,1,1,0,Harmanpreet Kaur,Georgia Wareham,0,0,0,0,0,0,1,0,,,1,112,3,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,17,16.6,MI,RCB,4,4,0,Amelia Kerr,Georgia Wareham,0,0,0,0,0,0,4,0,,,4,116,3,0.0,5.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,18,17.1,MI,RCB,0,0,0,Harmanpreet Kaur,Shreyanka Patil,0,0,0,0,0,0,0,0,,,0,116,3,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,18,17.2,MI,RCB,1,1,0,Harmanpreet Kaur,Shreyanka Patil,0,0,0,0,0,0,1,0,,,1,117,3,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,18,17.3,MI,RCB,1,1,0,Amelia Kerr,Shreyanka Patil,0,0,0,0,0,0,1,0,,,1,118,3,0.0,5.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,18,17.4,MI,RCB,1,1,0,Harmanpreet Kaur,Shreyanka Patil,0,0,0,0,0,0,1,0,,,1,119,3,0.0,4.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,18,17.5,MI,RCB,1,1,0,Amelia Kerr,Shreyanka Patil,0,0,0,0,0,0,1,0,,,1,120,3,0.0,5.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,18,17.6,MI,RCB,W,W,0,Harmanpreet Kaur,Shreyanka Patil,0,0,0,0,0,0,0,1,Harmanpreet Kaur,Caught Out,0,120,4,0.0,4.0,1.0,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,19,18.1,MI,RCB,1,1,0,Amelia Kerr,Sophie Molineux,0,0,0,0,0,0,1,0,,,1,121,4,0.0,5.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,19,18.2,MI,RCB,0,0,0,Sajeevan Sajana,Sophie Molineux,0,0,0,0,0,0,0,0,,,0,121,4,0.0,6.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,19,18.3,MI,RCB,1,1,0,Sajeevan Sajana,Sophie Molineux,0,0,0,0,0,0,1,0,,,1,122,4,0.0,6.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,19,18.4,MI,RCB,1,1,0,Amelia Kerr,Sophie Molineux,0,0,0,0,0,0,1,0,,,1,123,4,0.0,5.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,19,18.5,MI,RCB,W,W,0,Sajeevan Sajana,Sophie Molineux,0,0,0,0,0,0,0,1,Sajeevan Sajana,Stumped Out,0,123,5,0.0,6.0,1.0,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,19,18.6,MI,RCB,1,1,0,Pooja Vastrakar,Sophie Molineux,0,0,0,0,0,0,1,0,,,1,124,5,0.0,7.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,20,19.1,MI,RCB,1,1,0,Pooja Vastrakar,Asha Shobana,0,0,0,0,0,0,1,0,,,1,125,5,0.0,7.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,20,19.2,MI,RCB,1,1,0,Amelia Kerr,Asha Shobana,0,0,0,0,0,0,1,0,,,1,126,5,0.0,5.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,20,19.3,MI,RCB,2,2,0,Pooja Vastrakar,Asha Shobana,0,0,0,0,0,0,2,0,,,2,128,5,0.0,7.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,20,19.4,MI,RCB,W,W,0,Pooja Vastrakar,Asha Shobana,0,0,0,0,0,0,0,1,Pooja Vastrakar,Stumped Out,0,128,6,0.0,7.0,1.0,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,20,19.5,MI,RCB,1,1,0,Amanjot Kaur,Asha Shobana,0,0,0,0,0,0,1,0,,,1,129,6,0.0,8.0,,0
0,15-03-2024,"Arun Jaitley Stadium, Delhi",2,20,19.6,MI,RCB,1,1,0,Amelia Kerr,Asha Shobana,0,0,0,0,0,0,1,0,,,1,130,6,0.0,5.0,,0
