matchid,date,venue,innings,over,delivery,battingteam,bowlingteam,Column2,res,impbat,batters,bowlers,impbowl,wide,extras,noball,legbye,bye,batterrun,wicket,batterdismissed,dismissaltype,total,score,wicketfell,strategictimeout,battingposition,bowlerwicket
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,5,4.5,DC,GG,6,6,0,Shafali Verma,Meghna Singh,0,0,0,0,0,0,6,0,,,6,39,2,0.0,2,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,5,4.6,DC,GG,0,0,0,Shafali Verma,Meghna Singh,0,0,0,0,0,0,0,0,,,0,39,2,0.0,2,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,6,5.1,DC,GG,0,0,0,Jemimah Rodrigues,Tanuja Kanwer,0,0,0,0,0,0,0,0,,,0,39,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,6,5.2,DC,GG,0,0,0,Jemimah Rodrigues,Tanuja Kanwer,0,0,0,0,0,0,0,0,,,0,39,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,6,5.3,DC,GG,1,1,0,Jemimah Rodrigues,Tanuja Kanwer,0,0,0,0,0,0,1,0,,,1,40,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,6,5.4,DC,GG,1,1,0,Shafali Verma,Tanuja Kanwer,0,0,0,0,0,0,1,0,,,1,41,2,0.0,2,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,6,5.5,DC,GG,4,4,0,Jemimah Rodrigues,Tanuja Kanwer,0,0,0,0,0,0,4,0,,,4,45,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,6,5.6,DC,GG,0,0,0,Jemimah Rodrigues,Tanuja Kanwer,0,0,0,0,0,0,0,0,,,0,45,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,7,6.1,DC,GG,6,6,0,Shafali Verma,Ashleigh Gardner,0,0,0,0,0,0,6,0,,,6,51,2,0.0,2,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,7,6.2,DC,GG,1,1,0,Shafali Verma,Ashleigh Gardner,0,0,0,0,0,0,1,0,,,1,52,2,0.0,2,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,7,6.3,DC,GG,1,1,0,Jemimah Rodrigues,Ashleigh Gardner,0,0,0,0,0,0,1,0,,,1,53,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,7,6.4,DC,GG,1,1,0,Shafali Verma,Ashleigh Gardner,0,0,0,0,0,0,1,0,,,1,54,2,0.0,2,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,7,6.5,DC,GG,1,1,0,Jemimah Rodrigues,Ashleigh Gardner,0,0,0,0,0,0,1,0,,,1,55,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,7,6.6,DC,GG,6,6,0,Shafali Verma,Ashleigh Gardner,0,0,0,0,0,0,6,0,,,6,61,2,0.0,2,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,8,7.1,DC,GG,0,0,0,Jemimah Rodrigues,Mannat Kashyap,0,0,0,0,0,0,0,0,,,0,61,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,8,7.2,DC,GG,1,1,0,Jemimah Rodrigues,Mannat Kashyap,0,0,0,0,0,0,1,0,,,1,62,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,8,7.3,DC,GG,0,0,0,Shafali Verma,Mannat Kashyap,0,0,0,0,0,0,0,0,,,0,62,2,0.0,2,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,8,7.4,DC,GG,1,1,0,Shafali Verma,Mannat Kashyap,0,0,0,0,0,0,1,0,,,1,63,2,0.0,2,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,8,7.5,DC,GG,0,0,0,Jemimah Rodrigues,Mannat Kashyap,0,0,0,0,0,0,0,0,,,0,63,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,8,7.6,DC,GG,1,1,0,Jemimah Rodrigues,Mannat Kashyap,0,0,0,0,0,0,1,0,,,1,64,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,9,8.1,DC,GG,2,2,0,Jemimah Rodrigues,Tanuja Kanwer,0,0,0,0,0,0,2,0,,,2,66,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,9,8.2,DC,GG,1,1,0,Jemimah Rodrigues,Tanuja Kanwer,0,0,0,0,0,0,1,0,,,1,67,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,9,8.3,DC,GG,1,1,0,Shafali Verma,Tanuja Kanwer,0,0,0,0,0,0,1,0,,,1,68,2,0.0,2,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,9,8.4,DC,GG,1,1,0,Jemimah Rodrigues,Tanuja Kanwer,0,0,0,0,0,0,1,0,,,1,69,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,9,8.5,DC,GG,1,1,0,Shafali Verma,Tanuja Kanwer,0,0,0,0,0,0,1,0,,,1,70,2,0.0,2,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,9,8.6,DC,GG,0,0,0,Jemimah Rodrigues,Tanuja Kanwer,0,0,0,0,0,0,0,0,,,0,70,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,10,9.1,DC,GG,0,0,0,Shafali Verma,Ashleigh Gardner,0,0,0,0,0,0,0,0,,,0,70,2,0.0,2,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,10,9.2,DC,GG,4,4,0,Shafali Verma,Ashleigh Gardner,0,0,0,0,0,0,4,0,,,4,74,2,0.0,2,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,10,9.3,DC,GG,6,6,0,Shafali Verma,Ashleigh Gardner,0,0,0,0,0,0,6,0,,,6,80,2,0.0,2,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,10,9.4,DC,GG,1,1,0,Shafali Verma,Ashleigh Gardner,0,0,0,0,0,0,1,0,,,1,81,2,0.0,2,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,10,9.5,DC,GG,0,0,0,Jemimah Rodrigues,Ashleigh Gardner,0,0,0,0,0,0,0,0,,,0,81,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,10,9.6,DC,GG,1,1,0,Jemimah Rodrigues,Ashleigh Gardner,0,0,0,0,0,0,1,0,,,1,82,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,11,10.1,DC,GG,6,6,0,Jemimah Rodrigues,Mannat Kashyap,0,0,0,0,0,0,6,0,,,6,88,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,11,10.2,DC,GG,1,1,0,Jemimah Rodrigues,Mannat Kashyap,0,0,0,0,0,0,1,0,,,1,89,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,11,10.3,DC,GG,4,4,0,Shafali Verma,Mannat Kashyap,0,0,0,0,0,0,4,0,,,4,93,2,0.0,2,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,11,10.4,DC,GG,1,1,0,Shafali Verma,Mannat Kashyap,0,1,1,0,0,0,1,0,,,2,95,2,0.0,2,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,11,10.5,DC,GG,1,1,0,Jemimah Rodrigues,Mannat Kashyap,0,0,0,0,0,0,1,0,,,1,96,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,11,10.6,DC,GG,1,1,0,Shafali Verma,Mannat Kashyap,0,0,0,0,0,0,1,0,,,1,97,2,0.0,2,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,12,11.1,DC,GG,4,4,0,Shafali Verma,Meghna Singh,0,0,0,0,0,0,4,0,,,4,101,2,0.0,2,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,12,11.2,DC,GG,1,1,0,Shafali Verma,Meghna Singh,0,0,0,0,0,0,1,0,,,1,102,2,0.0,2,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,12,11.3,DC,GG,4,4,0,Jemimah Rodrigues,Meghna Singh,0,0,0,0,0,0,4,0,,,4,106,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,12,11.4,DC,GG,4,4,0,Jemimah Rodrigues,Meghna Singh,0,0,0,0,0,0,4,0,,,4,110,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,12,11.5,DC,GG,1,1,0,Jemimah Rodrigues,Meghna Singh,0,0,0,0,0,0,1,0,,,1,111,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,12,11.6,DC,GG,6,6,0,Shafali Verma,Meghna Singh,0,0,0,0,0,0,6,0,,,6,117,2,0.0,2,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,13,12.1,DC,GG,1,1,0,Jemimah Rodrigues,Tanuja Kanwer,0,0,0,0,0,0,1,0,,,1,118,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,13,12.2,DC,GG,1,1,0,Shafali Verma,Tanuja Kanwer,0,0,0,0,0,0,1,0,,,1,119,2,0.0,2,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,13,12.3,DC,GG,1,1,0,Jemimah Rodrigues,Tanuja Kanwer,0,0,0,0,0,0,1,0,,,1,120,2,0.0,4,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,13,12.4,DC,GG,4,4,0,Shafali Verma,Tanuja Kanwer,0,0,0,0,0,0,4,0,,,4,124,2,0.0,2,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,13,12.5,DC,GG,0,0,0,Shafali Verma,Tanuja Kanwer,0,0,0,0,0,0,0,0,,,0,124,2,0.0,2,
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,13,12.6,DC,GG,W,W,0,Shafali Verma,Tanuja Kanwer,0,1,1,0,0,0,0,1,,,1,125,3,0.0,2,1
0,13-03-2024,"Arun Jaitley Stadium, Delhi",2,14,13.1,DC,GG,4,4,0,Jemimah Rodrigues,Mannat Kashyap,0,0,0,0,0,0,4,0,,,4,129,3,0.0,4,
